center_image,steering,throttle,brake,speed
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_209.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_234.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_254.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_275.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_295.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_320.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_340.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_361.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_381.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_402.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_426.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_447.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_467.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_488.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_512.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_535.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_553.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_574.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_598.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_619.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_639.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_660.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_680.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_705.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_725.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_746.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_766.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_791.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_811.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_832.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_852.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_877.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_897.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_919.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_938.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_959.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_18_983.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_004.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_024.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_045.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_069.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_090.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_110.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_131.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_155.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_176.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_196.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_217.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_237.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_262.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_282.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_303.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_323.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_348.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_368.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_390.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_409.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_436.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_454.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_475.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_495.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_516.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_540.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_564.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_581.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_602.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_626.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_647.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_667.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_688.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_712.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_735.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_753.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_776.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_794.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_819.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_839.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_860.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_880.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_905.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_925.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_946.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_966.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_19_991.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_011.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_032.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_052.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_073.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_097.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_118.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_138.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_159.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_183.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_204.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_224.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_248.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_269.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_290.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_310.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_331.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_351.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_376.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_396.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_417.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_437.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_462.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_482.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_503.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_523.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_548.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_568.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_589.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_609.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_630.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_654.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_675.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_695.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_716.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_740.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_761.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_781.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_802.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_826.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_848.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_867.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_888.jpg,0.03,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_908.jpg,0.05,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_933.jpg,0.07,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_06_28_02_27_20_953.jpg,0.07,0,0,0
