center_image,steering,throttle,brake,speed
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_46_380.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_46_405.jpg,0.0,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_46_425.jpg,0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_46_446.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_46_466.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_46_490.jpg,0.0,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_46_511.jpg,0.0,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_46_532.jpg,0.0,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_46_552.jpg,0.0,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_46_573.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_46_597.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_46_618.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_46_639.jpg,0.0,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_46_659.jpg,0.0,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_46_680.jpg,0.0,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_46_704.jpg,0.0,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_46_724.jpg,0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_46_745.jpg,-0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_46_765.jpg,-0.08,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_46_789.jpg,-0.13,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_46_810.jpg,-0.19,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_46_831.jpg,-0.21,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_46_851.jpg,-0.31,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_46_872.jpg,-0.33,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_46_896.jpg,-0.37,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_46_917.jpg,-0.43,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_46_937.jpg,-0.45,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_46_958.jpg,-0.48,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_46_978.jpg,-0.5,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_003.jpg,-0.52,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_023.jpg,-0.53,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_044.jpg,-0.55,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_064.jpg,-0.57,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_085.jpg,-0.59,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_109.jpg,-0.59,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_130.jpg,-0.61,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_150.jpg,-0.61,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_171.jpg,-0.61,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_195.jpg,-0.61,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_216.jpg,-0.62,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_236.jpg,-0.61,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_257.jpg,-0.61,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_277.jpg,-0.61,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_302.jpg,-0.61,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_323.jpg,-0.61,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_343.jpg,-0.62,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_365.jpg,-0.62,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_388.jpg,-0.61,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_408.jpg,-0.61,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_429.jpg,-0.61,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_449.jpg,-0.61,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_470.jpg,-0.61,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_494.jpg,-0.62,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_515.jpg,-0.61,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_537.jpg,-0.61,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_556.jpg,-0.61,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_576.jpg,-0.61,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_601.jpg,-0.61,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_621.jpg,-0.55,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_642.jpg,-0.55,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_662.jpg,-0.52,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_687.jpg,-0.5,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_707.jpg,-0.48,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_728.jpg,-0.46,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_748.jpg,-0.44,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_769.jpg,-0.43,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_793.jpg,-0.43,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_815.jpg,-0.4,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_834.jpg,-0.38,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_857.jpg,-0.38,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_875.jpg,-0.38,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_900.jpg,-0.38,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_920.jpg,-0.39,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_941.jpg,-0.39,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_961.jpg,-0.38,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_47_986.jpg,-0.38,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_006.jpg,-0.38,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_029.jpg,-0.38,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_047.jpg,-0.38,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_068.jpg,-0.39,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_092.jpg,-0.38,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_113.jpg,-0.37,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_133.jpg,-0.36,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_154.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_175.jpg,-0.34,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_199.jpg,-0.36,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_219.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_242.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_260.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_285.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_305.jpg,-0.34,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_326.jpg,-0.34,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_346.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_367.jpg,-0.36,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_391.jpg,-0.34,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_412.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_432.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_453.jpg,-0.34,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_477.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_498.jpg,-0.36,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_518.jpg,-0.36,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_539.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_559.jpg,-0.34,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_584.jpg,-0.34,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_604.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_625.jpg,-0.36,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_645.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_666.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_690.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_711.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_731.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_752.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_776.jpg,-0.36,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_797.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_817.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_839.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_858.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_883.jpg,-0.34,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_903.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_924.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_944.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_965.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_48_989.jpg,-0.34,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_010.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_030.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_051.jpg,-0.36,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_075.jpg,-0.38,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_096.jpg,-0.38,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_116.jpg,-0.42,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_137.jpg,-0.48,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_157.jpg,-0.59,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_182.jpg,-0.63,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_202.jpg,-0.7,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_223.jpg,-0.8,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_243.jpg,-0.84,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_265.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_288.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_309.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_329.jpg,-0.87,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_350.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_371.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_395.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_415.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_436.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_456.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_481.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_501.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_522.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_542.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_563.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_588.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_608.jpg,-0.87,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_628.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_649.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_669.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_694.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_714.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_735.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_756.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_780.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_800.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_821.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_841.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_863.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_886.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_908.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_927.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_948.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_968.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_49_993.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_013.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_034.jpg,-0.87,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_054.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_081.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_099.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_120.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_140.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_161.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_185.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_206.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_227.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_247.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_272.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_292.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_312.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_333.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_353.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_378.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_398.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_419.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_439.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_460.jpg,-0.87,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_485.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_505.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_525.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_546.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_570.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_591.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_611.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_635.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_652.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_677.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_697.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_718.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_738.jpg,-0.87,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_759.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_783.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_804.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_824.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_845.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_869.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_890.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_910.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_932.jpg,-0.86,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_07_04_25_50_951.jpg,-0.86,0,0,0
