center_image,steering,throttle,brake,speed
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_19_639.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_19_660.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_19_680.jpg,-0.36,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_19_700.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_19_721.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_19_745.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_19_766.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_19_786.jpg,-0.38,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_19_807.jpg,-0.37,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_19_827.jpg,-0.37,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_19_852.jpg,-0.37,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_19_873.jpg,-0.37,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_19_893.jpg,-0.38,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_19_913.jpg,-0.37,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_19_934.jpg,-0.37,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_19_958.jpg,-0.39,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_19_979.jpg,-0.39,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_19_999.jpg,-0.42,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_020.jpg,-0.45,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_040.jpg,-0.45,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_065.jpg,-0.45,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_086.jpg,-0.46,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_106.jpg,-0.47,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_126.jpg,-0.46,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_147.jpg,-0.46,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_171.jpg,-0.46,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_192.jpg,-0.46,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_212.jpg,-0.47,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_233.jpg,-0.46,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_253.jpg,-0.46,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_278.jpg,-0.45,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_298.jpg,-0.45,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_319.jpg,-0.46,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_339.jpg,-0.45,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_360.jpg,-0.45,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_384.jpg,-0.43,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_405.jpg,-0.41,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_425.jpg,-0.4,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_446.jpg,-0.37,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_466.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_491.jpg,-0.35,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_511.jpg,-0.33,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_532.jpg,-0.32,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_552.jpg,-0.31,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_573.jpg,-0.22,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_597.jpg,-0.14,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_619.jpg,-0.11,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_638.jpg,-0.12,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_659.jpg,-0.12,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_679.jpg,-0.09,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_704.jpg,-0.09,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_724.jpg,-0.09,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_745.jpg,-0.1,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_765.jpg,-0.08,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_786.jpg,-0.09,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_810.jpg,-0.07,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_831.jpg,-0.01,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_851.jpg,0.03,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_872.jpg,0.07,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_896.jpg,0.11,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_917.jpg,0.18,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_937.jpg,0.2,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_958.jpg,0.19,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_20_978.jpg,0.19,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_003.jpg,0.19,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_023.jpg,0.2,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_044.jpg,0.2,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_064.jpg,0.19,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_085.jpg,0.19,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_109.jpg,0.17,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_130.jpg,0.14,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_150.jpg,0.08,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_171.jpg,0.04,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_191.jpg,-0.02,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_216.jpg,-0.05,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_236.jpg,-0.05,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_257.jpg,-0.05,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_277.jpg,-0.06,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_298.jpg,-0.06,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_323.jpg,-0.05,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_343.jpg,-0.05,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_363.jpg,-0.05,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_384.jpg,-0.06,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_404.jpg,-0.06,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_429.jpg,-0.05,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_449.jpg,-0.05,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_470.jpg,-0.05,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_491.jpg,-0.06,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_511.jpg,-0.06,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_535.jpg,-0.05,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_556.jpg,-0.05,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_576.jpg,-0.05,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_597.jpg,-0.06,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_617.jpg,-0.06,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_642.jpg,-0.05,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_662.jpg,-0.05,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_683.jpg,-0.05,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_704.jpg,-0.06,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_724.jpg,-0.06,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_748.jpg,-0.05,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_769.jpg,-0.05,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_789.jpg,-0.05,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_810.jpg,-0.06,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_830.jpg,-0.06,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_855.jpg,-0.05,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_875.jpg,-0.03,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_896.jpg,0.03,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_916.jpg,0.07,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_937.jpg,0.13,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_961.jpg,0.15,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_21_982.jpg,0.2,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_22_002.jpg,0.22,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_22_023.jpg,0.22,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_22_043.jpg,0.22,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_22_068.jpg,0.22,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_22_088.jpg,0.24,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_22_109.jpg,0.2,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_22_129.jpg,0.15,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_22_150.jpg,0.03,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_22_174.jpg,-0.0,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_22_195.jpg,-0.03,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_22_215.jpg,-0.05,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_22_236.jpg,-0.06,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_22_256.jpg,-0.06,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_22_281.jpg,-0.05,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_22_301.jpg,-0.05,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_22_322.jpg,-0.05,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_22_342.jpg,-0.06,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_22_367.jpg,-0.06,0,0,0
/home/ahmed/Data Collection/Data/IMG/center_2025_07_12_04_39_22_387.jpg,-0.05,0,0,0
